,ex0,ex1,ex2,ex3,ex4,ex5,ex6,ex7,ex8,ex9,ex10,ex11,ex12,ex13,ex14,ex15,ex16,ex17,ex18,ex19,ex20,ex21,ex22,ex23,ex24,ex25,ex26,ex27,ex28,ex29,ex30,ex31,ex32,ex33,ex34,ex35,ex36,ex37,ex38,ex39,ex40,ex41,ex42,ex43,ex44,ex45,ex46,ex47,ex48,ex49,ex50,ex51,ex52,ex53,ex54,ex55,ex56,ex57,ex58,ex59,ex60,ex61,ex62,ex63,ex64,ex65,ex66,ex67,ex68,ex69,ex70,ex71,ex72,ex73,ex74,ex75,ex76,ex77,ex78,ex79,ex80,ex81,ex82,ex83,ex84,ex85,ex86,ex87,ex88,ex89,ex90,ex91,ex92,ex93,ex94,ex95,ex96,ex97,ex98,ex99,time
0,0.5013151676087884,0.5001168307582557,0.5097688295528937,0.4995116529547529,0.49600308016309047,0.499102872576876,0.4971325910176749,0.49924708701387793,0.5037835013869655,0.4986379635467829,0.5001541071629076,0.4969043631576359,0.4998022546544308,0.49413804639574177,0.49622948660022187,0.5037777918750301,0.505546405018663,0.49317531824975697,0.4956385520196139,0.5049546678101035,0.5011622938495889,0.4984591922782201,0.49391048877201826,0.49861395230243566,0.49524996251536213,0.5082752392416955,0.49318802410886514,0.48645884835117453,0.49916629960679004,0.4999151321151174,0.5070052170645248,0.5046277430440343,0.5005354124313112,0.49803461231447704,0.5054901143656396,0.49357692160412914,0.5048190102867669,0.4971546853223902,0.5019345572863709,0.497333421062934,0.49562637687718447,0.4923423803953707,0.5021522379516112,0.4921500125848497,0.5035680148593962,0.500541378063955,0.49872535737886103,0.5093392051062998,0.5026045957533252,0.4957089782806159,0.4929131055816473,0.4956115608890664,0.4997024806713393,0.49500047478798576,0.5006708700235013,0.4971726925525016,0.5060164571325915,0.5007684085565421,0.4951681817046872,0.5065504499328903,0.5099636212552674,0.4976641149608608,0.4951668155778793,0.5139654857281106,0.5031535362795148,0.49825127878506564,0.5053830327496798,0.497541246816451,0.49554588027610064,0.4941214935055269,0.4927262246581748,0.4959956977761243,0.49209473040119983,0.49972994557133793,0.49589791413519374,0.4969319265977582,0.4984064631014107,0.4979566246271783,0.4931431077845069,0.4973338175326129,0.4886024699064759,0.4872413191669757,0.5035077934264489,0.49625105908106615,0.5019673724419444,0.4906597807202428,0.4978933830752238,0.49722051811132617,0.5089552410911776,0.49699708972191936,0.5016122808345465,0.49839207741045033,0.5035682985889963,0.5069621072665209,0.49745595154447353,0.5034386035027612,0.49289879764579925,0.5009829221877302,0.4951209614933121,0.5000750198481115,0.0
1,0.4877136963939319,0.5026429815881489,0.5103410660541791,0.49975308107911526,0.5009824599146121,0.49993375168762794,0.49388547250996045,0.49767242633278413,0.49117521296592836,0.49187004807444273,0.49988253852703635,0.49420442178546004,0.5063517162042114,0.49758478087709507,0.4977717426958108,0.5053311867668354,0.4964531363010427,0.5034554610728742,0.5027707706925689,0.5059278079393913,0.49940376696841204,0.511601028699704,0.5002201617046736,0.49495681746733305,0.5020113823693956,0.4976790638705775,0.49850512999752367,0.5024203210134586,0.4958665585609506,0.511671605698927,0.49173276001227567,0.5059491299228547,0.5045785582871317,0.49540769071074464,0.4999834866712827,0.4888275805845999,0.4976473781811153,0.4962923077564051,0.4981329574215284,0.5000177057501651,0.4921403139989629,0.5049206953010292,0.5036801469762148,0.49532727240024965,0.5123178439252238,0.5060294619160332,0.5073880386853616,0.49341521662095256,0.5015902416498963,0.4964507807542241,0.5034233202920483,0.4930049560337297,0.4965010258280049,0.5046286423602309,0.5014770970935578,0.49289641345503454,0.5002170352827132,0.5013640023545192,0.5067670481557698,0.502281454757241,0.5019208721940646,0.49625691954837275,0.5009266320409407,0.4957937464842034,0.4964682918833552,0.495489248318244,0.5048423071528074,0.5004407062289393,0.5038665387885263,0.49914192212439484,0.5025226835106177,0.49545676394733335,0.5036712295641289,0.4986488618650416,0.4905570758567833,0.49642805705319076,0.5018292554450481,0.49514737604970693,0.5022605138183664,0.5020715101061661,0.49750489297984585,0.49392745129809784,0.4926280593008493,0.49976111763264264,0.4981401669137234,0.4927761903314118,0.4936102016610348,0.4937382345069885,0.49786216181278364,0.5003712226453767,0.4985934659454006,0.5031271985126867,0.496641969449537,0.4974003123096061,0.5081283807427572,0.49498614681806846,0.4942673079178354,0.4995703777556158,0.4999852485796436,0.5012910031554826,0.050505050505050504
2,0.49550070032901283,0.5029853785775966,0.4883958240823564,0.5012064318772443,0.4998307311925926,0.5015249611337914,0.4924455649598539,0.49041273437096694,0.5041958458233845,0.5049485981531173,0.4940977956213818,0.49006357027054753,0.4924753207833066,0.5010229551127324,0.49727021533200466,0.4973196336695396,0.49737581500985567,0.4976915678752258,0.4837641157386145,0.4994246176540739,0.49876896617470945,0.505872647783109,0.4932575976222808,0.5010445642034911,0.5071517589545108,0.4945655141353678,0.4962095734748704,0.49994141138462894,0.501534644376456,0.4911272911470718,0.4980209040488614,0.4941910568038792,0.49671415797159796,0.49927767444353127,0.4960358393348718,0.4929397173874203,0.49701323183189744,0.49335236757455014,0.48946330646041714,0.5012460159309342,0.48932394247113115,0.49397802815385594,0.4845218430643979,0.4967343121359267,0.500840670332785,0.49894020046549536,0.4905253196857655,0.4961465341426387,0.4944553749647562,0.4918415248235433,0.4858455197492889,0.4929709918143743,0.4923534707069283,0.49421254617522203,0.5043010812090551,0.49685392854100036,0.5054097119624311,0.487971542242771,0.49476771698095046,0.484491839228019,0.4864013975476866,0.4967897302585204,0.5014500157429812,0.49019075430192094,0.4944386950511719,0.5041395477956202,0.4934688920174522,0.4954147110599376,0.4931603451501161,0.49028611739456174,0.4892918578440371,0.4959254255552493,0.5007373015901307,0.5003157600257324,0.4959295712227209,0.48723498915426783,0.5074657555850273,0.5011081937918088,0.4942803445642814,0.502178840615853,0.4843413546370163,0.5008258643449014,0.49748955878336226,0.501558206192618,0.49084466652546377,0.4923196255393483,0.49633466333613807,0.49459863254671377,0.5005498529318422,0.4990989601173542,0.48932060307903114,0.49040685009493706,0.49701780541761903,0.49895349833822433,0.4899301065282333,0.49305905503194825,0.49198327796951424,0.49203035885170515,0.5047901293270886,0.5065931863214692,0.10101010101010101
3,0.496426741075593,0.4923491751123176,0.48825862883060633,0.48927972809899223,0.48906169753490064,0.4958032052089538,0.486694995332547,0.49264584535933376,0.49201200496223174,0.48635286373397235,0.49746167400345415,0.49326229692022405,0.4935588131114898,0.498565830417413,0.4922405246496324,0.48462274494793367,0.4950682436398765,0.49363517637647064,0.49078990933774297,0.4863511339873953,0.48922956824920055,0.4940154026863939,0.4898992230021331,0.49302221089346665,0.48582503921922016,0.4943932598893242,0.4867053634791644,0.4913407806962929,0.48900500418976695,0.4895421354043854,0.48758507029754616,0.49157327598983247,0.49553058974004766,0.49768269302507345,0.4885770916240522,0.493015868488366,0.4979947124711186,0.4850125599368924,0.4910392021965156,0.48871985345720015,0.49398249382143533,0.48748682472138355,0.4861928789291754,0.5034291580581263,0.49606381334022986,0.48701185576978373,0.4835276913470336,0.49034929803467886,0.4942045064708459,0.49242372536300605,0.4930396680200705,0.4949106231305449,0.48807479846749185,0.48645751728024883,0.4887283220229446,0.48213172090848333,0.5040627644932608,0.48426550457384326,0.4854910887653458,0.49237020112312785,0.49228435629559897,0.48738048921833654,0.4966154316479688,0.489932802646236,0.4993007620938481,0.4939625844855163,0.5040989158243594,0.4912344930801363,0.4793600206508871,0.48941000607017254,0.4894484777359713,0.4823618050157931,0.501801462920375,0.49730604443585663,0.4930473793380863,0.5042103012911818,0.4952057416672409,0.49014313529844517,0.49544115104038466,0.48845978133147533,0.488054915732754,0.4891848680172982,0.4886649184333681,0.49109375609373396,0.49359783005344104,0.4893706707623105,0.4904342309299938,0.4836239616667441,0.4917352749217691,0.4921017143987793,0.49222008265398637,0.48505846002208874,0.4963377608398678,0.4905823717336174,0.4991755713147038,0.5025739904594468,0.4898513787919348,0.48849256153831117,0.4964115283073189,0.49161505941907585,0.15151515151515152
4,0.4920854589367564,0.49258181412185487,0.49529170723585186,0.4729256923528517,0.4909045722707559,0.48842940120409223,0.47954317865995827,0.4842898979760532,0.48791083841323024,0.4805639788568941,0.48429206636192434,0.4805496973823478,0.4780090843442046,0.4840736606178293,0.48385134292615617,0.4902362844265232,0.4850353516420219,0.4930206816012523,0.48941044328198824,0.49260972277260545,0.4853727530095995,0.48737602552621456,0.48443877265093976,0.4924025691613752,0.4905293477541848,0.4826335380402074,0.4829162794275514,0.48385615063315623,0.4858195417453948,0.4752284827721066,0.4966979771042403,0.4840046614878882,0.4832254281174724,0.4840708406196789,0.4863272182396178,0.4854208239000956,0.4851692846809004,0.48140948760603297,0.4782253604344788,0.48553886121651074,0.4783979462028343,0.4828202995526902,0.4761683003369233,0.4836743940281963,0.488169556136251,0.47366979352754446,0.49010688959329485,0.48942833877261865,0.4747871360655292,0.4872090675236492,0.4698342929055048,0.4850231612704709,0.47728467981303413,0.49524724624956523,0.4888688335300637,0.4899378142804366,0.48802252565248955,0.48427560691962185,0.4813365262363154,0.4741614671883417,0.48648103214075733,0.47713875895300706,0.47677657773929183,0.4833726772975007,0.4920249127092478,0.48132393538658724,0.4807817296414675,0.4863130002855412,0.4793741898218811,0.492890506409552,0.4751069785295744,0.4924080212104765,0.48482108950158526,0.4800240452488323,0.4835561322326101,0.48835466164511676,0.48721671652792586,0.4816019576652678,0.49175948787032675,0.48166491771654363,0.4750985536880323,0.48039431721756903,0.48606754564171906,0.4834567318152054,0.481037333775453,0.47844965758744423,0.4889101303251251,0.48931679613931955,0.4818329819206782,0.4854948776721291,0.48720462702327105,0.48255906718383107,0.48924203960589413,0.4900158924864944,0.4841403743405793,0.48486041920234685,0.4791884261382935,0.47308941476277283,0.49575416557992,0.4769122351399902,0.20202020202020202
5,0.47923630606300655,0.4858176562222797,0.4737518652322253,0.47471490300020314,0.48351576704813237,0.4799144391499175,0.48155390005112575,0.4770268833845307,0.4805007488069992,0.4777374944725052,0.4804055231851974,0.47602401340549594,0.48067920672630793,0.4811229062744483,0.47150675210196424,0.4746711486578633,0.47408256687494177,0.47691068120265134,0.48387588571242757,0.47846571375761515,0.47457230792324984,0.47720857796872995,0.48391127903387515,0.48000148231911766,0.48024602402925837,0.4820691772778759,0.47710395297852665,0.47572246340675806,0.48067773215975823,0.48558321967463025,0.4764149185257946,0.47672697564011773,0.4873399835292405,0.4807172269247132,0.4746270244526322,0.4819345977401069,0.47694552696765924,0.4734883978411731,0.4780808220457303,0.4734248022338318,0.47790392221833566,0.4684974741047864,0.4746676215494516,0.47958472864039015,0.48119379798261785,0.48647979718979767,0.47594077734280243,0.485377422582518,0.4718304043043337,0.47979921187700436,0.47864217142847343,0.4800863561896046,0.4674429642792687,0.47393067234133474,0.48165435321076694,0.47378771869899794,0.4791189314010071,0.4780214243975932,0.47179525486061735,0.4764406712367235,0.4759290779535311,0.46972552058302364,0.4764691345461386,0.4742197940314135,0.4761189634221175,0.47470138162609726,0.4722107683642904,0.47516810268231807,0.48479394243357643,0.4826511247485214,0.474963496923534,0.47179992522878955,0.4852277143847758,0.4818469149816495,0.4823661479784151,0.47963967153806253,0.46607834526143005,0.4847198625898023,0.4829731630817356,0.47830014167401774,0.48300681160066317,0.47846845637982843,0.47582934418658274,0.47244321691658997,0.4754434042155448,0.4715927972285092,0.48080502767594896,0.47218191177925456,0.4697283871745591,0.4765918962468416,0.4886370613966672,0.4749242678709838,0.48144443127213826,0.48117257974241223,0.47081843204305857,0.481287141134173,0.4836706729593781,0.48013992275034967,0.4760232972213736,0.46939940515493983,0.25252525252525254
6,0.47473528830120976,0.4658986853747671,0.46817371033616956,0.4708432527500151,0.47556950043909624,0.48127582934570073,0.47360161484861996,0.4701641909619989,0.47504531564341673,0.4726894882234628,0.46459157093693204,0.46725051927065187,0.4666300453854368,0.46429381611001813,0.4585796616198663,0.47072523533577776,0.4650068027269151,0.47122578788009384,0.472609587368968,0.4712120063550641,0.4709419199971511,0.4692442313556956,0.46927821820912946,0.4767821781146985,0.46708491443410927,0.45978477891293046,0.46490053202444037,0.46866640158330547,0.479098477176315,0.47632214948947543,0.48630446624496526,0.47761469210241714,0.4795474599645959,0.47697287439461805,0.46246799801698224,0.47595615668928143,0.47109283108859096,0.46203297948261085,0.4709981823938863,0.4553703236737751,0.4676505444007039,0.4647238481133042,0.4745176616152146,0.462036334985644,0.4700692426178518,0.4756300892654096,0.47464197328516305,0.47202966343831254,0.4554925171357423,0.4729268594182449,0.4746012833878385,0.47254644621562353,0.46550048794143756,0.4691834148408613,0.47961970024701345,0.46668178369328894,0.4699047596081155,0.47058474953198964,0.4711810231731891,0.47207142708347377,0.46473523447562076,0.4576869872106561,0.46611156043450847,0.472353496020398,0.471187470657935,0.4733609853325318,0.4625548530164257,0.47517383215066755,0.475037068381178,0.4742227514911924,0.4638211905809464,0.47302910252046027,0.4757450443504945,0.47385569294649865,0.47566600609087456,0.4709811909164608,0.46036862131136674,0.4780558961705936,0.4711764126281514,0.48529568773293635,0.45761180739367635,0.4770532951491886,0.4621924735785699,0.47382688975533355,0.48468223091972445,0.4636426747723001,0.46371791536838536,0.4613871681956926,0.4705479113956752,0.4623123750898053,0.4792995133465737,0.46706001237795336,0.4703468260939547,0.4737255591317921,0.4615711737550906,0.4773115082867139,0.46464656238484225,0.4746862181516136,0.4768465061473346,0.460045213880548,0.30303030303030304
7,0.462506777580328,0.4665498743788479,0.4598958040389506,0.45909972425698553,0.4601174739100056,0.46812954096514064,0.4641607097119202,0.4597011074557523,0.4750030618865696,0.46062223062468677,0.4561302384588199,0.4539402042408583,0.45910462065567187,0.4663507527720863,0.45945481552017214,0.4624764525838224,0.46298612142850765,0.46285838755925923,0.4628235153424552,0.4675031504696577,0.46652313799505674,0.4593588357872438,0.46901207058970873,0.4711449151202541,0.4602488997161341,0.45978065574539134,0.46612444591941804,0.45944127421189523,0.45799525584398837,0.4674251162880935,0.4532924425803997,0.4681763076353723,0.4649299534575643,0.46359896830730674,0.4586430160981677,0.4619125101553101,0.45946141813806796,0.45813443595518544,0.4465708540819328,0.45353630382256216,0.45829893535207894,0.468749526150174,0.45808087614537746,0.45237538376894854,0.45952806786906364,0.4573378017282589,0.4516045110860661,0.45015892383252004,0.4527256188840577,0.4601743136143493,0.46029911956317104,0.46449787088045014,0.45259256512098034,0.45220592020549844,0.461594477626919,0.4574492690012402,0.46574817098704796,0.4501873398382426,0.46518536151924283,0.4596701469300848,0.45396203529792467,0.450698418885163,0.45907169971462464,0.4594521213855707,0.45870215652323526,0.46739042860258223,0.4655804586244461,0.46696865112910163,0.4642194580035469,0.4647375870348062,0.45521853659386863,0.45585053854442725,0.47035768309680154,0.46632140519394094,0.4633126970072266,0.4635827910760582,0.4567225479056059,0.4701688076041767,0.46546827258616646,0.463514714151318,0.44726210781098913,0.4669051459215591,0.4641035854271764,0.4540256667533075,0.4674903971397315,0.4526400536645791,0.4591739660948147,0.45610793026059404,0.4718553121831053,0.44839189404487834,0.46762866280188325,0.46235305585379705,0.44875097434470707,0.46836552363194073,0.46036795213311743,0.4599083143931827,0.45384884331795805,0.4664263984229731,0.4650370324484081,0.43986473840660706,0.35353535353535354
8,0.45949447675165994,0.46166869543109457,0.4537456123815062,0.4481836571581377,0.4547851120911024,0.4547325310535527,0.43982888542783,0.45411863515967127,0.4625573645330685,0.4596819861664486,0.4494417975869038,0.44485497073326874,0.44797182039767974,0.4364868247767311,0.4487946751111328,0.45839175450368397,0.4436387807711974,0.4479628486626762,0.46252138257310094,0.44284624615868234,0.4498864407753023,0.4568671720212,0.4592232088627875,0.4630634190561308,0.4510026334852529,0.4614278342539584,0.44345999824823623,0.4362288433456994,0.4593567407860204,0.45556133806687804,0.4687433279065572,0.44671684594887356,0.45832185164401285,0.45593825200014126,0.4540801502326726,0.4589505191237639,0.45154125459031047,0.44293758291489715,0.4369476470357697,0.4320486173232022,0.44555917495646175,0.46346352530287055,0.4613551126573631,0.44736186950729395,0.44750751290701724,0.4435233791980482,0.45321578476444047,0.459315465619895,0.43422465084785167,0.4507113788308913,0.46031293390603983,0.460948958647859,0.4413434443460267,0.4452917392770442,0.46821874593862023,0.45007312766524704,0.45759363050662355,0.44031990436610435,0.4441755718719309,0.4489795803675795,0.44592381270938064,0.4396031816404607,0.45402007810753586,0.45493225268338433,0.4502179820727269,0.4509152900885993,0.45241920597531826,0.4609072065082722,0.44603226524100625,0.4523258569001964,0.4443475462515359,0.4452793292779995,0.46648196604860726,0.45374006111001525,0.4642456582569031,0.4488706559041046,0.4498205278458778,0.47494510754256053,0.44771807629846777,0.45107540427748655,0.4403199124628035,0.44400866954538604,0.46118299484504954,0.44148065182989216,0.4618183398058101,0.44830949404923137,0.4553167645702741,0.4471130765327115,0.45993700819533523,0.44063049086813505,0.45612473959697236,0.4540151410814284,0.4467844065721164,0.4593464956598246,0.4481212206383745,0.4584320184971424,0.44813057212036034,0.4464225073507965,0.4609981477510076,0.4350262172095183,0.40404040404040403
9,0.43599766614727453,0.4486144736051941,0.4394391270878165,0.44288848043532464,0.45466177573604977,0.441466945395838,0.4395865037097683,0.4347316641989512,0.45069549536845194,0.4536447114783028,0.44154829899247877,0.4334257295136373,0.43509572491540144,0.4420486452709466,0.42962939806919365,0.4518488472761597,0.4353140029463601,0.4470783739844643,0.45889907368965377,0.4464527641042248,0.4326562950025834,0.4468519242537449,0.4504805964086629,0.4472639521286851,0.4335700679888448,0.43203427702946895,0.4453473241112605,0.4261972160588703,0.43676888266205105,0.4421676193923534,0.4463708671396724,0.444561658209043,0.44447141892071024,0.4477365330975563,0.44209201334760356,0.4511074478345363,0.4499396986856404,0.43500023125579024,0.43952362877910955,0.4318926842278712,0.4455426650589858,0.43381485385585206,0.45551646933662604,0.42425899784626897,0.445307598354965,0.4448568098525227,0.43372034351149896,0.44404276679630916,0.4290103555246157,0.4482184730684194,0.4395705075414201,0.4476604970112594,0.4276365440317574,0.43121200547883126,0.45562545186958675,0.4390705216557445,0.4432810458761824,0.4380526802821927,0.4405703669281745,0.4417995077567072,0.4511190710931747,0.4237730602938308,0.44040141928364435,0.45051648490700436,0.4441257815604518,0.44747448934924683,0.4405493668707881,0.4572868085482826,0.44352118556979725,0.4439602012884093,0.4322900046286222,0.4349818016616888,0.4635758349662206,0.4468102357423738,0.44630454446232265,0.4439040932668647,0.4359020934447472,0.4649865867310777,0.44336851985887904,0.450775658126915,0.429557480924944,0.441916705919526,0.45148486238627,0.4351506898255849,0.4496540671144136,0.4317586527785858,0.44488923554130566,0.4463729167668378,0.4450277506176232,0.43338247637571264,0.4529546666283398,0.44181123301089137,0.44435522280434314,0.4494861979760291,0.43464283848909635,0.45383400648150496,0.45155132894665617,0.4481808675934732,0.45286612711258406,0.4221452150917458,0.45454545454545453
